類型代號,計價幣別,基金統編,基金名稱,基金規模(台幣),基金規模市場占有率,單位淨值(台幣),受益權單位數,自然人受益人數,法人受益人數,總受益人數,本年申購總金額(台幣),本年買回總金額(台幣),年分
AC23,CNY,42329391E,柏瑞亞太高收益債券基金-B類型(人民幣),"433,676,312",0.02%,49.1978,"8,814,946.75",1,9,10,"603,410,813","475,221,586",2016.0
AC23,CNY,42329391F,柏瑞亞太高收益債券基金-N類型(人民幣),"195,832,912",0.01%,49.1974,"3,980,554.53",0,7,7,"122,621,168","158,362,969",2016.0
AC23,USD,42329391G,柏瑞亞太高收益債券基金-A類型(美元),"185,694,736",0.01%,355.0817,"522,963.41",2,7,9,"330,907,191","756,488,195",2016.0
AC23,USD,42329391H,柏瑞亞太高收益債券基金-B類型(美元),"632,807,298",0.03%,335.0441,"1,888,728.61",2,7,9,"889,930,482","1,210,263,523",2016.0
AC23,USD,42329391I,柏瑞亞太高收益債券基金-N類型(美元),"338,976,868",0.02%,335.0433,"1,011,740.60",0,6,6,"187,746,505","342,916,990",2016.0
AC23,TWD,42329391J,柏瑞亞太高收益債券基金-N9類型,"8,616,156",0.00%,10.5822,"814,211.24",0,2,2,"13,324,629","5,168,623",2016.0
AC23,CNY,42329391K,柏瑞亞太高收益債券基金-N9類型(人民幣),"11,881,968",0.00%,49.1088,"241,952.03",0,2,2,"12,810,886","890,147",2016.0
AC23,USD,42329391L,柏瑞亞太高收益債券基金-N9類型(美元),"6,425,893",0.00%,343.0451,"18,731.92",0,1,1,"6,242,807",0,2016.0
AE23,TWD,42383802A,柏瑞環球多元資產基金-A類型,"1,795,031,841",0.08%,10.2364,"175,356,938.41",70,21,91,"3,507,454,330","1,736,429,040",2016.0
AE23,TWD,42383802B,柏瑞環球多元資產基金-B類型,"163,047,360",0.01%,10.0107,"16,287,249.09",40,8,48,"496,810,767","335,836,944",2016.0
AE23,TWD,42383802C,柏瑞環球多元資產基金-N類型,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,TWD,42383802D,柏瑞環球多元資產基金-N9類型,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,CNY,42383802E,柏瑞環球多元資產基金-A類型(人民幣),"6,991,456",0.00%,48.5620,"143,969.79",2,2,4,"38,409,957","30,515,518",2016.0
AE23,CNY,42383802F,柏瑞環球多元資產基金-B類型(人民幣),"19,404,448",0.00%,47.2065,"411,054.80",1,5,6,"37,487,045","16,520,496",2016.0
AE23,CNY,42383802G,柏瑞環球多元資產基金-N類型(人民幣),"748,684",0.00%,46.3329,"16,158.79",0,2,2,"4,917,481","3,962,380",2016.0
AE23,CNY,42383802H,柏瑞環球多元資產基金-N9類型(人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,USD,42383802I,柏瑞環球多元資產基金-A類型(美元),"54,132,839",0.00%,332.0832,"163,009.86",5,6,11,"202,434,791","149,817,172",2016.0
AE23,USD,42383802J,柏瑞環球多元資產基金-B類型(美元),"45,412,492",0.00%,324.8133,"139,811.04",2,6,8,"137,483,989","91,513,850",2016.0
AE23,USD,42383802K,柏瑞環球多元資產基金-N類型(美元),"1,299,552",0.00%,323.0386,"4,022.90",0,2,2,"1,295,750",0,2016.0
AE23,USD,42383802L,柏瑞環球多元資產基金-N9類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,ZAR,42383802M,柏瑞環球多元資產基金-A類型(南非幣),"8,006,994",0.00%,25.1824,"317,959.45",1,3,4,"38,391,332","33,761,908",2016.0
AE23,ZAR,42383802N,柏瑞環球多元資產基金-B類型(南非幣),"14,447,200",0.00%,24.0448,"600,845.58",0,4,4,"37,410,071","25,748,262",2016.0
AE23,ZAR,42383802O,柏瑞環球多元資產基金-N類型(南非幣),0,0.00%,24.1459,0.00,0,0,0,"69,636","75,994",2016.0
AE23,ZAR,42383802P,柏瑞環球多元資產基金-N9類型(南非幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,TWD,48570676,柏瑞全球金牌組合基金,"582,177,808",0.03%,15.1500,"38,418,512.00",529,33,562,"108,014,581","144,435,367",2016.0
AA2,TWD,48807089,柏瑞拉丁美洲基金,"1,453,031,545",0.07%,8.3100,"174,925,475.60","3,202",48,"3,250","544,297,113","596,287,116",2016.0
AC21,TWD,48873398A,柏瑞美國雙核心收益基金-A類型,"101,941,167",0.00%,11.7633,"8,666,056.90",42,25,67,"228,893,088","338,557,543",2016.0
AC21,TWD,48873398B,柏瑞美國雙核心收益基金-B類型,"167,826,307",0.01%,8.1529,"20,584,879.77",90,27,117,"35,480,719","62,517,322",2016.0
AA2,TWD,48944099A,柏瑞亞太高股息基金-A類型,"437,808,029",0.02%,10.9800,"39,862,027.00",485,35,520,"62,373,944","101,913,968",2016.0
AA2,TWD,48944099B,柏瑞亞太高股息基金-B類型,"167,866,810",0.01%,7.5800,"22,144,854.00",111,24,135,"9,436,395","50,658,455",2016.0
AA2,CNY,48944099C,柏瑞亞太高股息基金-B類型(人民幣),"12,524,300",0.00%,37.7400,"331,889.70",0,4,4,"16,392,697","3,843,103",2016.0
AA2,TWD,48944099D,柏瑞亞太高股息基金-N類型,"7,786,867",0.00%,10.0000,"778,850.30",0,2,2,"7,890,324","16,789,654",2016.0
AA2,CNY,48944099E,柏瑞亞太高股息基金-N類型(人民幣),"2,190,645",0.00%,45.4700,"48,179.10",0,2,2,"2,542,834","1,048,851",2016.0
AA2,CNY,48944099F,柏瑞亞太高股息基金-A類型(人民幣),"2,644,853",0.00%,50.6500,"52,223.30",0,2,2,"3,515,672","790,835",2016.0
AA2,TWD,48944099G,柏瑞亞太高股息基金-N9類型(台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,CNY,48944099H,柏瑞亞太高股息基金-N9類型(人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,USD,48944099I,柏瑞亞太高股息基金-A類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,USD,48944099J,柏瑞亞太高股息基金-B類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,USD,48944099K,柏瑞亞太高股息基金-N類型(美元),"1,013,002",0.00%,323.5300,"3,131.10",0,1,1,"1,008,852","732,609",2016.0
AA2,USD,48944099L,柏瑞亞太高股息基金-N9類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AD1,TWD,73992978,柏瑞巨輪貨幣市場基金,"6,550,934,042",0.31%,13.5856,"482,196,000.73",135,37,172,"6,303,155,910","6,928,385,736",2016.0
AE23,TWD,99353053,柏瑞旗艦全球平衡組合基金,"3,482,729,476",0.16%,16.9500,"205,491,322.80",219,38,257,"1,909,646,095","2,012,977,420",2016.0
柏瑞投信,,,,"69,293,865,343",3.26%,,"6,750,982,476.71","22,052","1,271","23,323","44,552,099,070","41,617,578,937",2016.0
AA2,TWD,10300441A,復華全球大趨勢基金-新臺幣,"3,616,412,833",0.17%,15.9700,"226,387,644.80","5,182",99,"5,281","2,671,759,241","3,418,728,148",2016.0
AA2,USD,10300441B,復華全球大趨勢基金-美元,"15,119,651",0.00%,316.3342,"47,803.00",1,1,2,"30,954,490","15,598,836",2016.0
AA2,TWD,10374246,復華華人世紀基金,"1,966,466,591",0.09%,13.3400,"147,383,587.40","3,970",59,"4,029","776,708,631","609,584,677",2016.0
AC21,TWD,14916692,復華全球債券基金,"1,463,600,731",0.07%,13.7378,"106,538,590.30",543,48,591,"3,894,620,871","3,971,913,517",2016.0
AB1,TWD,15742001,復華人生目標基金,"2,526,761,834",0.12%,27.4286,"92,121,359.60","1,349",62,"1,411","2,929,133,027","2,731,254,204",2016.0
AB1,TWD,17138818,復華傳家基金,"681,526,298",0.03%,18.3171,"37,207,039.80",592,31,623,"680,278,685","654,691,403",2016.0
AD1,TWD,17597405,復華有利貨幣市場基金,"5,805,649,775",0.27%,13.3612,"434,515,473.80",388,62,450,"9,533,860,943","10,754,290,989",2016.0
AA1,TWD,17608487,復華數位經濟基金,"3,715,159,713",0.17%,34.0400,"109,148,713.40","7,879",103,"7,982","3,264,332,936","5,910,175,409",2016.0
AB1,TWD,18035945,復華傳家二號基金,"1,150,170,447",0.05%,21.4054,"53,732,847.80",852,37,889,"923,946,589","678,064,790",2016.0
AA1,TWD,18488279,復華中小精選基金,"2,440,983,899",0.11%,42.7100,"57,151,091.50","4,549",79,"4,628","2,693,857,618","3,369,142,862",2016.0
AA1,TWD,21759676,復華全方位基金,"895,216,038",0.04%,19.2200,"46,589,159.80","2,408",63,"2,471","1,394,145,885","1,691,224,589",2016.0
AC21,TWD,25590496A,復華全球短期收益基金-新臺幣,"924,147,477",0.04%,11.3550,"81,386,637.40",438,23,461,"814,212,935","1,634,208,346",2016.0
AC21,USD,25590496B,復華全球短期收益基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,TWD,25620891,復華高益策略組合基金,"8,585,650,271",0.40%,13.6500,"628,812,142.20","3,090",134,"3,224","9,586,769,071","8,042,007,479",2016.0
AA2,TWD,25676249,復華全球原物料基金,"1,465,470,087",0.07%,8.8400,"165,699,635.20","1,915",37,"1,952","1,501,157,821","729,975,938",2016.0
AE23,TWD,26204036A,復華新興債股動力組合基金-新臺幣,"310,119,096",0.01%,9.1000,"34,091,706.00",397,15,412,"164,968,194","639,954,637",2016.0
AE23,USD,26204036B,復華新興債股動力組合基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,TWD,26276235,復華大中華中小策略基金,"1,650,322,850",0.08%,7.8000,"211,581,381.50","3,585",53,"3,638","467,982,706","277,322,013",2016.0
AC21,TWD,26305800,復華新興市場短期收益基金,"711,633,215",0.03%,10.8000,"65,913,935.20",369,22,391,"848,561,147","618,471,610",2016.0
AC23,TWD,26305816A,復華新興市場高收益債券基金A,"1,971,224,695",0.09%,9.5700,"205,941,767.70",455,35,490,"3,836,398,281","2,316,437,572",2016.0
AC23,TWD,26305816B,復華新興市場高收益債券基金B,"2,606,822,889",0.12%,6.3800,"408,718,222.20","1,198",36,"1,234","441,447,398","355,995,636",2016.0
AC23,ZAR,26305816C,復華新興市場高收益債券基金-南非幣配息,"5,896,168",0.00%,32.3295,"182,334.20",2,6,8,"5,678,998","2,021,719",2016.0
AC23,CNY,26305816D,復華新興市場高收益債券基金-人民幣配息,"51,231,077",0.00%,59.0941,"866,884.50",5,13,18,"46,959,041","10,548,268",2016.0
AA2,TWD,26334404,復華東協世紀基金,"1,773,178,146",0.08%,11.1400,"159,134,035.50","3,506",55,"3,561","1,474,369,258","1,214,707,823",2016.0
AH2,TWD,31835478,復華滬深300 A股基金,"5,269,124,269",0.25%,20.3900,"258,392,000.00","7,741",126,"7,867","1,582,279,590","570,414,040",2016.0
AF,ZAR,31901862,復華南非幣2017保本基金,"1,890,357,928",0.09%,28.3886,"66,585,762.20",870,22,892,0,"55,009,060",2016.0
AC21,ZAR,31901878A,復華南非幣短期收益基金A,"650,856,031",0.03%,28.6718,"22,694,328.80",158,24,182,"65,706,633","94,655,908",2016.0
AC21,ZAR,31901878B,復華南非幣短期收益基金B,"404,308,317",0.02%,21.7339,"18,593,196.50",42,21,63,"167,181,459","206,043,918",2016.0
AC21,ZAR,31901899A,復華南非幣長期收益基金A,"527,950,167",0.02%,27.4919,"19,209,146.90",261,22,283,"16,250,505","129,606,952",2016.0
AC21,ZAR,31901899B,復華南非幣長期收益基金B,"1,460,102,255",0.07%,19.7989,"73,739,640.80",203,28,231,"724,605,223","840,239,102",2016.0
AC21,CNY,31939229A,復華新興人民幣債券基金A,"339,062,207",0.02%,51.1748,"6,623,094.00",149,33,182,"127,606,645","290,128,635",2016.0
AC21,CNY,31939229B,復華新興人民幣債券基金B,"690,141,935",0.03%,42.5144,"16,233,250.30",45,32,77,"37,870,538","210,328,737",2016.0
AD2,CNY,31939240,復華人民幣貨幣市場基金,"834,745,419",0.04%,50.9983,"16,368,127.40",43,40,83,"757,744,290","1,817,117,431",2016.0
AA2,TWD,31980113A,復華全球消費基金-新臺幣,"504,284,321",0.02%,10.1300,"49,797,803.80","1,034",25,"1,059","377,249,369","1,190,645,828",2016.0
AA2,USD,31980113B,復華全球消費基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AA2,TWD,31980129A,復華美國新星基金-新臺幣,"911,306,771",0.04%,10.9500,"83,260,461.30","1,061",41,"1,102","1,018,067,256","1,480,721,279",2016.0
AA2,USD,31980129B,復華美國新星基金-美元,"15,402,315",0.00%,334.7332,"46,000.00",0,1,1,"24,125,372","9,425,852",2016.0
AC21,TWD,38524294,復華新興人民幣短期收益基金,"533,015,218",0.03%,10.0600,"52,972,818.50",213,22,235,"119,475,583","1,205,882,399",2016.0
AE23,TWD,38547000A,復華全球戰略配置強基金-新臺幣,"1,182,344,723",0.06%,9.7300,"121,525,872.60",850,34,884,"529,113,290","1,393,658,467",2016.0
AE23,USD,38547000B,復華全球戰略配置強基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AB2,TWD,42303499A,復華中國新經濟平衡基金-新臺幣,"1,784,517,918",0.08%,8.4200,"211,894,104.30",749,51,800,"53,062,501","916,178,508",2016.0
AB2,CNY,42303499B,復華中國新經濟平衡基金-人民幣A,"348,986,997",0.02%,43.9501,"7,941,905.20",30,13,43,"10,434,200","179,553,830",2016.0
AB2,CNY,42303499C,復華中國新經濟平衡基金-人民幣B,"104,768,135",0.00%,41.8660,"2,503,144.90",1,4,5,"3,000,049","21,122,145",2016.0
AA2,TWD,42303511A,復華中國新經濟A股基金-新臺幣,"3,510,062,937",0.17%,5.9500,"589,644,002.00","3,763",76,"3,839","1,422,370,715","1,313,223,014",2016.0
AA2,CNY,42303511B,復華中國新經濟A股基金-人民幣,"218,531,770",0.01%,29.9176,"7,304,151.10",41,19,60,"31,399,588","30,225,605",2016.0
AH2,TWD,42329863,復華恒生單日正向二倍基金,"316,686,677",0.01%,19.3800,"16,338,000.00",814,41,855,"687,055,204","454,215,866",2016.0
AH2,TWD,42329879,復華恒生單日反向一倍基金,"267,021,178",0.01%,12.3100,"21,692,000.00",495,32,527,"765,725,140","386,951,823",2016.0
AH2,TWD,42329884,復華恒生基金,"401,442,619",0.02%,16.8900,"23,772,000.00",735,25,760,"1,429,080,000","1,127,374,150",2016.0
AA2,TWD,42400078A,復華全球物聯網科技基金-新臺幣,"1,356,939,300",0.06%,10.9200,"124,258,892.30","2,337",52,"2,389","2,828,451,098","1,641,031,559",2016.0
AA2,USD,42400078B,復華全球物聯網科技基金-美元,"51,204,488",0.00%,350.8727,"145,917.30",26,6,32,"418,779,122","383,346,835",2016.0
AB2,TWD,48733658,復華亞太平衡基金,"448,112,563",0.02%,12.0600,"37,147,482.70",449,26,475,"339,487,859","942,800,191",2016.0
AE22,TWD,48782931,復華全球債券組合基金,"2,999,834,723",0.14%,15.3200,"195,790,916.10","1,229",92,"1,321","4,656,270,682","3,068,924,147",2016.0
AA2,TWD,48837540,復華亞太成長基金,"1,741,084,329",0.08%,10.8300,"160,701,806.80","1,997",62,"2,059","1,549,874,848","583,053,882",2016.0
AG,TWD,48898525A,復華全球資產證券化基金-新臺幣A,"689,926,357",0.03%,13.3900,"51,522,279.10",934,41,975,"1,115,215,120","1,882,191,202",2016.0
AG,TWD,48898525B,復華全球資產證券化基金-新臺幣B,"49,959,872",0.00%,9.7700,"5,113,766.60",55,12,67,"4,604,336","25,295,636",2016.0
AG,USD,48898525C,復華全球資產證券化基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AE23,TWD,48952512A,復華奧林匹克全球優勢組合基金-新臺幣,"2,668,076,671",0.13%,12.6000,"211,817,910.40","1,324",57,"1,381","1,251,703,683","2,418,161,427",2016.0
AE23,USD,48952512B,復華奧林匹克全球優勢組合基金-美元,"28,082,825",0.00%,324.0812,"86,677.70",0,1,1,"38,807,114","10,930,101",2016.0
AD1,TWD,73980446,復華貨幣市場基金,"21,274,685,442",1.00%,14.3194,"1,485,727,084.40","1,724",161,"1,885","46,877,365,136","54,892,996,981",2016.0
AA1,TWD,73998086,復華高成長基金,"1,745,397,658",0.08%,43.8700,"39,787,345.50","4,649",80,"4,729","2,258,630,286","2,997,814,384",2016.0
AA1,TWD,81587889,復華復華基金,"1,206,480,202",0.06%,13.8900,"86,847,630.30","2,935",55,"2,990","734,812,191","1,159,215,714",2016.0
AB2,TWD,99034755A,復華全球平衡基金-新臺幣,"2,533,306,085",0.12%,17.8600,"141,825,880.90","1,120",68,"1,188","1,835,692,345","2,503,362,303",2016.0
AB2,USD,99034755B,復華全球平衡基金-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2016.0
AB1,TWD,99607599,復華神盾基金,"998,256,821",0.05%,18.8896,"52,846,992.90",665,39,704,"977,008,580","810,327,048",2016.0
AE23,TWD,99985163,復華奧林匹克全球組合基金,"1,559,461,034",0.07%,14.9300,"104,455,812.00","1,883",45,"1,928","808,560,601","1,240,682,864",2016.0
復華投信,,,,"105,848,592,258",4.98%,,"7,658,359,198.40","83,298","2,602","85,900","123,626,769,917","138,129,177,288",2016.0
AA1,TWD,13998344,永豐中小基金,"1,216,293,863",0.06%,37.8300,"32,148,574.66","1,563",40,"1,603","247,110,895","725,951,098",2016.0
AB1,TWD,14706582,永豐趨勢平衡基金,"659,103,953",0.03%,37.6800,"17,492,459.86","1,227",34,"1,261","677,489,887","918,713,372",2016.0
AA1,TWD,17152509,永豐高科技基金,"326,076,114",0.02%,15.9900,"20,393,396.42","1,349",32,"1,381","84,484,655","240,315,472",2016.0
AA2,TWD,25599877,永豐亞洲民生消費基金,"597,611,371",0.03%,10.2700,"58,203,624.31","1,337",29,"1,366","72,533,912","92,891,100",2016.0
AE22,TWD,26304859A,永豐新興高收雙債組合基金累積類型,"306,316,243",0.01%,11.4024,"26,864,295.54",441,28,469,"225,785,064","276,800,236",2016.0
AE22,TWD,26304859B,永豐新興高收雙債組合基金月配類型,"544,293,852",0.03%,8.1037,"67,165,797.49",226,25,251,"98,175,615","154,630,163",2016.0
AH1,TWD,26332314,永豐臺灣加權ETF基金,"184,784,288",0.01%,46.2000,"4,000,000.00",389,6,395,0,"94,407,295",2016.0
AA2,TWD,31812778A,永豐中國經濟建設基金-新臺幣類型,"1,222,991,500",0.06%,16.1100,"75,922,251.70","2,147",34,"2,181","646,318,136","687,801,601",2016.0
AA2,CNY,31812778B,永豐中國經濟建設基金-人民幣類型,"15,248,887",0.00%,16.1100,"946,571.22",2,4,6,"18,755,136","5,893,168",2016.0
AC23,TWD,31842338A,永豐中國高收益債券基金-新臺幣累積類型,"220,240,683",0.01%,11.2128,"19,641,890.89",229,21,250,"260,976,165","482,410,106",2016.0
AC23,CNY,31842338B,永豐中國高收益債券基金-人民幣累積類型,"201,338,982",0.01%,11.3766,"17,697,672.58",4,19,23,"56,902,752","42,279,898",2016.0
AC23,CNY,31842338C,永豐中國高收益債券基金-人民幣月配類型,"314,865,964",0.01%,9.4339,"33,376,003.40",2,21,23,"31,948,859","123,927,634",2016.0
AC23,TWD,31842338D,永豐中國高收益債券基金-新臺幣月配類型,"70,262,066",0.00%,9.5775,"7,336,174.18",66,8,74,"32,455,638","45,609,399",2016.0
AC21,TWD,31909604A,永豐新興市場企業債券基金-新臺幣累積類型,"172,036,504",0.01%,10.4587,"16,449,127.79",217,7,224,"370,295,339","431,550,117",2016.0
AC21,TWD,31909604B,永豐新興市場企業債券基金-新臺幣月配類型,"316,394,973",0.01%,8.4653,"37,375,370.97",233,10,243,"31,675,889","116,873,998",2016.0
AC21,CNY,31909604C,永豐新興市場企業債券基金-人民幣累積類型,"3,900,635",0.00%,10.2206,"381,644.61",0,3,3,"8,319,760","4,389,312",2016.0
AC21,CNY,31909604D,永豐新興市場企業債券基金-人民幣月配類型,"758,654",0.00%,10.3723,"73,142.03",0,2,2,"768,668",0,2016.0
AI2,TWD,31977594,永豐滬深300紅利指數基金,"3,696,895,189",0.17%,15.0500,"245,614,413.68","3,160",48,"3,208","2,949,067,980","1,884,107,921",2016.0
AF,ZAR,38530401,永豐南非幣2021保本基金,"2,144,671,576",0.10%,26.4679,"81,028,967.00","2,507",14,"2,521",0,"74,195,823",2016.0
AC21,TWD,42267705A,永豐人民幣債券基金-新臺幣累積類型,"494,341,710",0.02%,9.0689,"54,509,833.79",496,10,506,"28,271,833","358,626,661",2016.0
AC21,TWD,42267705B,永豐人民幣債券基金-新臺幣月配類型,"155,699,231",0.01%,8.5223,"18,269,655.61",77,6,83,"8,953,396","62,745,799",2016.0
AC21,CNY,42267705C,永豐人民幣債券基金-人民幣累積類型,"51,673,516",0.00%,47.7533,"1,082,093.73",48,5,53,"609,767","62,971,285",2016.0
AC21,CNY,42267705D,永豐人民幣債券基金-人民幣月配類型,"45,454,101",0.00%,44.9615,"1,010,956.57",2,5,7,"6,104,734","50,503,187",2016.0
AD2,TWD,42267711A,永豐人民幣貨幣市場基金-新臺幣類型,"145,148,937",0.01%,9.6921,"14,976,008.03",43,7,50,"106,431,544","318,878,280",2016.0
AD2,CNY,42267711B,永豐人民幣貨幣市場基金-人民幣類型,"362,872,382",0.02%,48.5154,"7,479,532.72",5,8,13,"189,104,616","195,594,648",2016.0
AI2,TWD,42330947A,永豐歐洲50指數基金-新臺幣類型,"786,134,579",0.04%,9.5700,"82,147,421.67",779,23,802,"201,998,937","777,514,748",2016.0
AI2,EUR,42330947B,永豐歐洲50指數基金-歐元類型,"33,787,328",0.00%,326.3000,"103,546.27",10,8,18,"1,671,226","25,887,767",2016.0
AI2,TWD,42383599A,永豐標普東南亞指數基金-新臺幣類型,"96,877,097",0.00%,9.7000,"9,984,370.76",103,10,113,"447,480,750","350,072,444",2016.0
AI2,USD,42383599B,永豐標普東南亞指數基金-美元類型,"21,442,803",0.00%,315.2000,"68,030.09",1,3,4,"97,226,860","75,339,411",2016.0
AI2,TWD,42383606A,永豐標普500紅利指數基金-新臺幣類型,"87,225,236",0.00%,10.6000,"8,226,396.95",59,8,67,"1,504,916,759","1,445,820,180",2016.0
AI2,USD,42383606B,永豐標普500紅利指數基金-美元類型,"17,997,957",0.00%,345.0900,"52,154.98",2,3,5,"165,643,827","150,470,251",2016.0
AA2,TWD,48890039,永豐主流品牌基金,"245,981,023",0.01%,13.4000,"18,350,990.37",452,21,473,"34,811,626","52,721,473",2016.0
AD1,TWD,73982015,永豐貨幣市場基金,"14,738,927,974",0.69%,13.7973,"1,068,245,483.10",453,74,527,"46,615,103,249","50,428,590,254",2016.0
AA1,TWD,73992013,永豐領航科技基金,"627,678,234",0.03%,26.0500,"24,095,421.90","1,214",36,"1,250","1,023,187,404","1,211,346,123",2016.0
